time,xi_x,xi_y,xi_z,dx_x,dx_y,dx_z,x_x,x_y,x_z,d_sigma_x,d_sigma_y,d_sigma_z,sigma_x,sigma_y,sigma_z,delta_x,delta_y,delta_z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.671253859356543,-16.671253859356543,-16.671253859356543,0.8332874614064345,0.8332874614064345,0.8332874614064345,0.0,0.0,0.0
0.01,0.019855086676747836,0.006297483766174848,0.005266098441975284,1.3969635037676347,0.9187184981501496,3.9160256357234555,0.013969635037676347,0.009187184981501496,0.03916025635723456,-13.604941584132378,-13.61849918704295,-13.61953057236715,0.6972380455651107,0.697102469536005,0.697092155682763,1.0655060442121427,0.9044592634405756,0.8926377605328227
0.02,0.030606532848240657,0.003715714570141984,-0.037666875901384435,1.9084571078806913,0.7585256993389524,0.9297057234585915,0.03305420611648326,0.01677244197489102,0.048457313591820476,-11.175343606805507,-11.19984914763052,-11.165716529699164,0.5854846094970556,0.5851039780596998,0.5854349903857713,1.063987007743415,0.7388030319779147,-1.1550565187154427
0.03,0.04288479141809038,0.0028667453495054285,-0.030288132966344434,2.599519935215956,0.6307569892924889,3.1491410186656386,0.059049405468642825,0.02308001186781591,0.07994872377847687,-9.208120976433023,-9.241505343431404,-9.219852865166601,0.4934033997327254,0.49268892462538577,0.4932364617341053,1.1121643234083713,0.6172016831859185,-0.948121429533281
0.04,0.05273352416933904,0.0034119511384543867,-0.04738217093387259,3.0547643958118944,0.5456050072580788,2.7608459679265396,0.08959704942676178,0.0285360619403967,0.10755718345774226,-7.591672262353383,-7.628482457118671,-7.59410042696306,0.4174866771091916,0.41640410005419903,0.4172954574644747,1.1524376571822004,0.5309484994749112,-1.0799505628896369
0.05,0.06259144259897553,0.0050214003540088245,-0.05937326923906935,3.55333627229597,0.49726009316697806,2.7663633103280434,0.12513041214972148,0.03350866287206648,0.1352208165610227,-6.24271671151877,-6.281007491891911,-6.242529977420996,0.3550595099940039,0.35359402513527993,0.35487015769026475,1.211937561506343,0.47295908216613336,-1.1672546336088299
0.06,0.07183938004761631,0.007400969823940048,-0.07058113101842359,4.041419128454269,0.4778744187126505,2.7280851517701294,0.16554460343426416,0.038287407059192986,0.162501668078724,-5.110033886553951,-5.147787133959309,-5.1078450532266135,0.3039591711284644,0.30211615379568685,0.30379170715799864,1.2786565985790188,0.43748381424524263,-1.2607954752847395
0.07,0.08049734735518513,0.010317281712309535,-0.08043083746740771,4.526187137268685,0.48136390377498484,2.7096057381589858,0.21080647480695103,0.04310104609694283,0.18959772546031384,-4.162086203005082,-4.198071860958069,-4.159046475533827,0.26233830909841355,0.26013543518610616,0.26220124240266035,1.349850334884843,0.4199605601094685,-1.3487393740667257
0.08,0.08850092663922915,0.013587966333885274,-0.08910159576228097,5.002229540816469,0.5036719091612564,2.6997429849302153,0.26082877021511575,0.0481377651885554,0.21659515530961598,-3.378209212126358,-3.411928136572656,-3.3750454510962467,0.22855621697714995,0.2260161538203796,0.22845078789169787,1.422114553501415,0.4166391863156215,-1.4305479725647885
0.09,0.09582465285414271,0.017073593235669364,-0.09667290335674684,5.463849714860777,0.5422397991684031,2.6989737668194147,0.31546726736372355,0.05356016318023943,0.24358489297781014,-2.7402121242362427,-2.7717713358881086,-2.737404041552859,0.2011540957347875,0.1982984404614985,0.20107674747616927,1.4929794477429088,0.42437154792791537,-1.505010741442546
0.1,0.10243417633877583,0.020666442058226903,-0.10324908139233774,5.899748969566327,0.5949273634015021,2.7065688120245692,0.3744647570593868,0.05950943681425445,0.27065058109805584,-2.2284746143202527,-2.2582699697187674,-2.226249884767675,0.178869349591585,0.17571574076431082,0.17881424862849252,1.560187266047273,0.4404706994835784,-1.5717776742768486
0.11,0.10828591073447957,0.02428256585851652,-0.10894027562834163,6.293533045691824,0.6593455860180046,2.722144784755139,0.43740008751630505,0.06610289267443449,0.2978720289456072,-1.8221048450685635,-1.8505337155008712,-1.8204767430494284,0.16064830114089934,0.1572104036093021,0.16060948119799823,1.6216707524190541,0.46265532063236603,-1.6309785686432237
0.12,0.11333582503347978,0.027855462967472988,-0.11386458698161811,6.626975205928375,0.7324688651437162,2.744375311714695,0.5036698395755888,0.07342758132587165,0.3253157820627542,-1.5008614085536727,-1.528168263453423,-1.4996728551379672,0.14563968705536262,0.14192872097476789,0.14561275264661855,1.6756635401861657,0.4890103528362097,-1.6831792573936615
0.13,0.11756728633053837,0.03133230993124535,-0.1181427075763681,6.885903978019033,0.8106658195957872,2.7701164089897685,0.5725288793557791,0.08153423952182953,0.3530169461526519,-1.2468144138170345,-1.273075355307197,-1.245800941819708,0.13317154291719227,0.12919796742169593,0.13315474322842147,1.7210637325331675,0.5179549818449778,-1.7292424026190258
0.14,0.121010142839581,0.03467242188540458,-0.12188196491149336,7.063765856241243,0.8900174101311631,2.7953170981718563,0.6431665379181916,0.09043441362314117,0.38097011713437046,-1.04508499278979,-1.070266881779737,-1.0439524245831586,0.12272069298929437,0.11849529860389856,0.12271521898258989,1.7576530914419197,0.5482172116326287,-1.7700433951005865
0.15,0.12373758858579209,0.03784638880315805,-0.12516435483019328,7.161390501430651,0.9666570236099509,2.8164384638377022,0.7147804429324981,0.10010098385924068,0.40913450177274746,-0.8838411272253135,-0.9078710939870079,-0.8823333545551464,0.11388228171704123,0.10941658766402848,0.11389188543703842,1.7859940796996425,0.5788060116474393,-1.8062528393075548
0.16,0.12585005327131926,0.04083501755695981,-0.12804619352143626,7.184813266297989,1.0370144651936761,2.8311107779237634,0.7866285755954779,0.11047112851117745,0.4374456095519851,-0.753910815277732,-0.7767257042433825,-0.7518502183058242,0.10634317356426391,0.10164933062159466,0.10637338325398017,1.8071514251331393,0.6089778082392193,-1.838294884492714
0.17,0.12745819653749513,0.04362801764538986,-0.1305643828537536,7.142964859916248,1.0979664341433697,2.838110018092377,0.8580582241946404,0.12145079285261115,0.46582670973290885,-0.6482793688383508,-0.6698511056799563,-0.6455802679181866,0.09986037987588041,0.09495081956479509,0.09991758057479831,1.822415587223896,0.6382004392135909,-1.8664078723537025
0.18,0.12867026512791924,0.04622257071085534,-0.13274351525581496,7.045917148837854,1.146918762362937,2.8370815494715167,0.9285173956830189,0.1329199804762405,0.494197525227624,-0.5616108460690485,-0.5819538223606846,-0.5582747149831835,0.09424427141518993,0.08913128134118825,0.09433483342496647,1.8331007440700595,0.666117819255724,-1.8907231141098368
0.19,0.12958440689720485,0.048621904735344446,-0.13460147427135005,6.9037419779565905,1.1818410461734543,2.8282412402760904,0.9975548154625848,0.14473839093797505,0.5224799376303849,-0.4898468209431701,-0.5090145235808465,-0.4859479161063608,0.08934580320575823,0.08404113610537979,0.08947535426390286,1.8404214226800348,0.6925171357167963,-1.911327174137376
0.2,0.13028493935432395,0.05083396719162489,-0.13615315220182256,6.725852208500941,1.2012715580872608,2.812134193656494,1.0648133375475943,0.15675110651884766,0.5506012795669498,-0.42989067886221555,-0.4479671093064138,-0.42555819797884153,0.08504689641713607,0.07956146501231565,0.08521977228411445,1.8454300174259324,0.7172996165803044,-1.9283013791880173
0.21,0.13084131209291305,0.052870275692147306,-0.13741260770136166,6.520673244971463,1.2043106339403895,2.7894653351105645,1.1300200699973089,0.16879421285825155,0.5784959329180555,-0.379367343347381,-0.39645676393004775,-0.37476775901724824,0.08125322298366226,0.07559689737301517,0.08147209469394197,1.848995168005984,0.7404556200668408,-1.9417424141339539
0.22,0.13130867405785418,0.05474501926927383,-0.13839413092590508,6.295516761535168,1.1906234072121773,2.76099242675428,1.1929752376126606,0.18070044693037332,0.6061058571855983,-0.33644350326190425,-0.35266042245647905,-0.3317649048677214,0.07788878795104322,0.07207029314845038,0.07815444564526475,1.8518044558233921,0.7620447597789684,-1.951770013215613
0.23,0.1317292308801774,0.056474457156497904,-0.1391126301446205,6.0565599712085,1.1604675067567398,2.7274660232566452,1.2535408373247456,0.19230512199794073,0.6333805174181647,-0.29969415329637633,-0.3151543422250412,-0.2951332521398723,0.07489184641807946,0.06891874972619998,0.07520311312386603,1.8543793598322293,0.7821814807766687,-1.9585270654312004
0.24,0.1321339355033917,0.058076305070349915,-0.13958366661114047,5.808891628357179,1.1146594002459622,2.6895958841049223,1.3116297536083175,0.20345171600040035,0.6602764762592139,-0.26800366361240585,-0.28281672933137525,-0.2637554982483534,0.0722118097819554,0.06609058243288622,0.07256555814138249,1.857095754435999,0.801021640319653,-1.9621762865959471
0.25,0.13254449669954682,0.05956832181988231,-0.13982335222538922,5.55665339648588,1.0543184593009882,2.6480230329910857,1.3671962875731762,0.21399490059341023,0.6867567065891248,-0.24049203402999997,-0.25475676403643405,-0.23674236002927018,0.0698068894416554,0.06354301479252188,0.0701981345410898,1.8602095746080067,0.8187389904955703,-1.9628960981402717
0.26,0.13297547007479227,0.06096687145494625,-0.13984808836763662,5.303202791272322,0.9806612566395054,2.6033139296697954,1.4202283154858995,0.2238015131598053,0.7127898458858227,-0.2164596652394482,-0.23026221333954414,-0.21337992712162024,0.06764229278926093,0.06124039265912644,0.06806433526987359,1.8638842034877816,0.835501887045746,-1.9608751125478958
