time,d_delta_roll,d_delta_pitch,d_delta_yaw,delta_roll,delta_pitch,delta_yaw
5.48,0.14873593295885498,0.5555645239641092,0.0027333059753349553,-0.04008140619641061,-0.1761598643570771,-0.0031899224958248694
5.49,0.18244725385884,0.4443326378376905,0.001716377039276195,-0.038256933657822206,-0.17171653797870018,-0.0031727587254321075
5.5,0.04986088688812346,0.3164236296324858,0.0014058468623151625,-0.03775832478894097,-0.1685523016823753,-0.003158700256808956
5.51,0.026668757064450238,0.30924410578869443,0.0013518534835775496,-0.037491637218296466,-0.16545986062448836,-0.0031451817219731804
5.5200000000000005,0.014996381666581515,0.3186581130466509,0.0011942498402457147,-0.03734167340163065,-0.16227327949402184,-0.003133239223570723
5.53,0.004365309369682796,0.32495247051239307,0.0010774885919513436,-0.037298020307933825,-0.1590237547888979,-0.0031224643376512097
5.54,-0.00553967278435244,0.32735322351449453,0.0009656381897331645,-0.03735341703577735,-0.15575022255375295,-0.003112807955753878
5.55,-0.01465599946188903,0.3272500054941554,0.0008611565957848503,-0.037499977030396245,-0.1524777224988114,-0.0031041963897960293
5.5600000000000005,-0.02287936734294782,0.32563271764899804,0.0007596783516342284,-0.03772877070382572,-0.1492213953223214,-0.003096599606279687
5.57,-0.030170304113965207,0.32309278930311586,0.0006617468806559071,-0.038030473744965376,-0.14599046742929023,-0.0030899821374731277
5.58,-0.036531316935285024,0.31997315816915445,0.000568357026494954,-0.038395786914318226,-0.1427907358475987,-0.003084298567208178
5.59,-0.04200069165266321,0.316484447790429,0.00048112110741705544,-0.03881579383084486,-0.1396258913696944,-0.0030794873561340074
5.6000000000000005,-0.046638509424053703,0.31276569869172,0.00040161832337986744,-0.0392821789250854,-0.1364982343827772,-0.0030754711729002087
5.61,-0.050516631854502725,0.3089170852596149,0.00033122240157876584,-0.03978734524363042,-0.13340906353018103,-0.003072158948884421
5.62,-0.05162851642438865,0.30512188661186085,0.0002689915680952476,-0.04030363040787431,-0.13035784466406242,-0.003069469033203468
5.63,-0.05239767533458331,0.3013664011640464,0.000218599628583057,-0.04082760716122014,-0.12734418065242195,-0.0030672830369176374
5.64,-0.05318699713321934,0.29755663408856153,0.00017901636490799677,-0.041359477132552336,-0.12436861431153634,-0.0030654928732685572
5.65,-0.05393159147925755,0.2937705991967587,0.00015091355761170933,-0.04189879304734491,-0.12143090831956875,-0.0030639837376924403
5.66,-0.054569362387623666,0.2901048127817698,0.00013394629499151323,-0.042444486671221145,-0.11852986019175105,-0.003062644274742525
5.67,-0.05501707739422135,0.28664701814520926,0.00012755841576162982,-0.042994657445163356,-0.11566339001029895,-0.0030613686905849088
5.68,-0.05501452365848289,0.283560942948427,0.00013088605913656043,-0.043544802681748186,-0.11282778058081468,-0.003060059829993543
5.69,-0.057059227759408665,0.27950944655152876,0.00014270979472444725,-0.044115394959342275,-0.11003268611529939,-0.0030586327320462985
5.7,-0.06041015726428345,0.27506370577377925,0.00016440984232032885,-0.044719496531985106,-0.1072820490575616,-0.003056988633623095
5.71,-0.062489444997342186,0.271688044024014,0.00019467887780498516,-0.04534439098195853,-0.10456516861732146,-0.003055041844845045
5.72,-0.06364014607872329,0.26912396050122445,0.00023053044272522763,-0.045980792442745756,-0.10187392901230921,-0.003052736540417793
5.73,-0.0641002676239048,0.2671118831072261,0.0002705887726670887,-0.0466217951189848,-0.09920281018123694,-0.003050030652691122
5.74,-0.06400139550874578,0.26548991278841066,0.0003134989734473459,-0.04726180907407226,-0.09654791105335284,-0.0030468956629566488
5.75,-0.0634228510093734,0.264155499472674,0.0003582495349708781,-0.04789603758416599,-0.0939063560586261,-0.00304331316760694
5.76,-0.06241580264104335,0.2630367400236636,0.00040407281413761334,-0.048520195610576425,-0.09127598865838947,-0.0030392724394655637
5.7700000000000005,0.06856320634986307,-0.2066321321222413,0.0004504418434138277,-0.047834563547077796,-0.09334230997961189,-0.0030347680210314255
5.78,-0.0795401524156226,0.3440390056297755,0.0014328096386882778,-0.04862996507123402,-0.08990191992331413,-0.0030204399246445426
5.79,-0.0744555227159443,0.3532359957894475,0.0008985146781271564,-0.04937452029839347,-0.08636955996541966,-0.003011454777863271
5.8,-0.07311534122708924,0.33188616649814906,0.000985652801806335,-0.05010567371066436,-0.08305069830043817,-0.0030015982498452077
5.8100000000000005,-0.07068393207412066,0.3159473453947322,0.0009139042802488347,-0.05081251303140556,-0.07989122484649085,-0.0029924592070427196
5.82,-0.06691748098425199,0.30514641173032925,0.000877273934511329,-0.05148168784124808,-0.07683976072918755,-0.0029836864676976065
5.83,-0.061884665169500475,0.3020597237873296,0.0008575707877492896,-0.052100534492943086,-0.07381916349131426,-0.0029751107598201135
5.84,-0.056150832049242316,0.30011931532538383,0.0008327955842896122,-0.05266204281343551,-0.07081797033806042,-0.0029667828039772175
5.8500000000000005,-0.0503456621978316,0.29776306388869633,0.0008198340316448432,-0.05316549943541383,-0.06784033969917345,-0.0029585844636607693
5.86,-0.044517854040525495,0.2949799276979153,0.0008166431383247706,-0.05361067797581908,-0.0648905404221943,-0.0029504180322775216
5.87,-0.03867656024627697,0.29187031846665434,0.0008245825440065559,-0.05399744357828185,-0.06197183723752776,-0.002942172206837456
5.88,-0.032833201985326854,0.2885303056800613,0.000843443394839799,-0.05432577559813512,-0.05908653418072715,-0.002933737772889058
5.89,-0.027007100165618525,0.2850437607347157,0.0008728938757639852,-0.0545958465997913,-0.056236096573379996,-0.0029250088341314182
5.9,-0.021219869837710403,0.2814829180807074,0.0009122623571874329,-0.054808045298168406,-0.05342126739257292,-0.002915886210559544
5.91,-0.015493006978881452,0.2736501078326773,0.0009607110463783226,-0.05496297536795722,-0.05068476631424615,-0.002906279100095761
5.92,-0.00978687448299781,0.24832261555198776,0.0010203048165826952,-0.055060844112787194,-0.04820154015872627,-0.002896076051929934
5.93,-0.00415089815915487,0.22437840927484815,0.0010846665777212196,-0.05510235309437874,-0.04595775606597779,-0.002885229386152722
5.94,0.0013062240031811445,0.20197425306207423,0.0011548973580924188,-0.05508929085434693,-0.04393801353535705,-0.0028736804125717975
5.95,0.00658778718265185,0.18105671908019896,0.0012294497144796808,-0.05502341298252041,-0.04212744634455506,-0.002861385915427001
5.96,0.011704045011453557,0.16158158357851432,0.0013075448991253461,-0.05490637253240588,-0.040511630508769915,-0.0028483104664357474
5.97,0.01666394268545124,0.1432498926060286,0.0013883510536472233,-0.054739733105551365,-0.03907913158270963,-0.0028344269558992752
5.98,0.021472644302568844,0.12593767993709404,0.0014711366059997205,-0.054525006662525674,-0.03781975478333869,-0.002819715589839278
5.99,0.02613252342534006,0.10965567341151364,0.00155525959745916,-0.05426368142827227,-0.036723198049223554,-0.0028041629938646865
6.0,0.030645256816011157,0.09439436514761357,0.0016401680092942555,-0.05395722886011216,-0.03577925439774742,-0.002787761313771744
6.01,0.03501250695996885,0.08013531790426201,0.0017253791645165124,-0.05360710379051247,-0.0349779012187048,-0.0027705075221265787
6.0200000000000005,0.03923565363099035,0.06685494727733472,0.0018104731353224095,-0.05321474725420257,-0.03430935174593146,-0.0027524027907733545
6.03,0.04331564718577252,0.05452621609131521,0.0018950834102814049,-0.052781590782344845,-0.03376408958501831,-0.0027334519566705406
6.04,0.047252957464409995,0.04311960227668654,0.001978889435538426,-0.05230906120770074,-0.03333289356225144,-0.0027136630623151563
6.05,0.05104758827079661,0.032603768114671694,0.0020616100892340908,-0.05179858532499278,-0.033006855881104726,-0.0026930469614228156
6.0600000000000005,0.054699130450207245,0.02294609323323954,0.0021429983664726527,-0.051251594020490704,-0.03277739494877233,-0.0026716169777580893
6.07,0.058206839315593895,0.014113150477937209,0.002222837141010573,-0.05066952562733477,-0.03263626344399296,-0.0026493886063479835
6.08,0.06156972735351435,0.006071231558626516,0.0023009359043995523,-0.05005382835379962,-0.032575551128406696,-0.002626379247303988
6.09,0.0647866874031689,-0.0012121923340170926,0.002377128333460033,-0.04940596147976793,-0.03258767305174687,-0.0026026079639693877
6.1000000000000005,0.06785692987547576,-0.00775386504912412,0.002451270521506118,-0.04872739218101317,-0.03266521170223811,-0.0025780952587543264
6.11,0.07078430259324742,-0.013351738226583143,0.002523239331202371,-0.0480195491550807,-0.03279872908450394,-0.002552862865442303
6.12,0.07362724381754909,-0.014760087154596535,0.002592920690211725,-0.04728327671690521,-0.0329463299560499,-0.0025269336585401854
6.13,0.07691808092443952,0.023529960666416355,0.0026599856309694053,-0.04651409590766081,-0.03271103034938574,-0.0025003338022304912
6.140000000000001,0.08251354546486045,0.12216156585094776,0.0027186339014492987,-0.04568896045301221,-0.03148941469087626,-0.0024731474632159983
6.15,0.08549000293135861,-0.013261709241852104,0.0027642163588034938,-0.04483406042369863,-0.03162203178329478,-0.0024455052996279632
6.16,0.08904850960652111,-0.08013838008808669,0.0028245982670427796,-0.04394357532763342,-0.03242341558417564,-0.0024172593169575355
6.17,0.09166215592940563,-0.08429785002802698,0.002885530220521725,-0.043026953768339364,-0.03326639408445591,-0.002388404014752318
6.18,0.0937660255679483,-0.08134133641639055,0.0029447672597976583,-0.04208929351265988,-0.03407980744861982,-0.0023589563421543415
6.19,0.09579067765653031,-0.0781552642353647,0.003003215756955271,-0.04113138673609458,-0.034861360090973466,-0.002328924184584789
6.2,0.0976915360835034,-0.07271461117803812,0.003061866091478623,-0.04015447137525954,-0.03558850620275385,-0.002298305523670003
6.21,0.09943686591244014,-0.06780979073646262,0.0031171255777851254,-0.03916010271613514,-0.03626660411011847,-0.0022671342678921517
6.22,0.10104447699159126,-0.06353283145799096,0.003169904573134971,-0.038149657946219225,-0.03690193242469838,-0.002235435222160802
6.23,0.1024667975023802,-0.05963977252897085,0.0032196425772187554,-0.03712498997119542,-0.03749833014998809,-0.0022032387963886145
6.24,0.10367747157480801,-0.0559802898909848,0.003266306298279528,-0.03608821525544734,-0.038058133048897935,-0.0021705757334058193
6.25,0.10466632266755693,-0.05247298712259796,0.00330988852044372,-0.035041552028771766,-0.03858286292012392,-0.002137476848201382
6.26,0.10543408251074333,-0.04907659081036078,0.003350498235294465,-0.03398721120366433,-0.03907362882822753,-0.0021039718658484373
6.2700000000000005,0.10598769030620295,-0.04577154780924961,0.0033883096445245058,-0.0329273343006023,-0.03953134430632002,-0.002070088769403192
6.28,0.10633762488220727,-0.04254856895634282,0.003423550923548929,-0.03186395805178023,-0.03995682999588345,-0.0020358532601677027
6.29,0.1064961614634885,-0.03940098682045187,0.0034564870381661563,-0.030798996437145346,-0.04035083986408797,-0.002001288389786041
6.3,0.10647632988772589,-0.036318219176853295,0.003487406832157312,-0.029734233138268087,-0.0407140220558565,-0.001966414321464468
6.3100000000000005,0.1062913347159068,-0.03327554247593356,0.0035166107049134365,-0.02867131979110902,-0.04104677748061584,-0.0019312482144153336
6.32,0.10595450611376757,-0.03019758788858637,0.003544397356475726,-0.027611774729971342,-0.0413487533595017,-0.0018958042408505763
6.33,0.10547768185847292,-0.027298537381303722,0.003571039261858546,-0.026556997911386614,-0.04162173873331474,-0.0018600938482319909
6.34,0.10485090798849545,-0.02700119365921752,0.0035968958040696764,-0.02550848883150166,-0.04189175066990691,-0.001824124890191294
6.3500000000000005,0.10408639807432943,-0.02633437774647915,0.0036232353890417266,-0.024467624850758363,-0.042155094447371706,-0.0017878925363008769
6.36,0.10319320162929568,-0.025148048868442713,0.0036497979663141647,-0.023435692834465408,-0.04240657493605613,-0.0017513945566377353
6.37,0.10218507715125774,-0.02362890318846886,0.003676851036811064,-0.02241384206295283,-0.04264286396794082,-0.0017146260462696248
6.38,0.1010727217643626,-0.021877120853904253,0.003704534554460193,-0.021403114845309205,-0.04286163517647986,-0.0016775807007250228
6.390000000000001,0.09986417381374964,-0.019951022540771912,0.003732987534305781,-0.02040447310717171,-0.04306114540188758,-0.001640250825381965
6.4,0.09856585236471417,-0.017888569894142586,0.003762331041558138,-0.01941881458352457,-0.04324003110082901,-0.0016026275149663837
6.41,0.09718336116494637,-0.01571679924866992,0.0037926829194207803,-0.018446980971875103,-0.04339719909331571,-0.0015647006857721758
6.42,0.09577369175701199,-0.013456481391091596,0.003824162742256188,-0.01748924405430498,-0.04353176390722662,-0.001526459058349614
6.43,0.09191869416967156,-0.011124640304186056,0.003856894611315077,-0.016570057112608266,-0.04364301031026848,-0.0014878901122364631
6.44,0.08325924129684995,-0.008738760465457601,0.0038906941427845907,-0.015737464699639766,-0.04373039791492306,-0.0014489831708086173
6.45,0.07534341813626773,-0.006309921231461735,0.003926292228673154,-0.014984030518277089,-0.04379349712723767,-0.0014097202485218857
6.46,0.06806583137333921,-0.0038457733957976414,0.003963732658032943,-0.014303372204543696,-0.04383195486119565,-0.0013700829219415562
6.47,0.06140079490804625,-0.00135804338616341,0.0040033690542313535,-0.013689364255463233,-0.04384553529505728,-0.0013300492313992427
6.48,0.05531554351180441,0.0011425822066145619,0.004045636063079507,-0.01313620882034519,-0.043834109472991135,-0.0012895928707684476
6.49,0.04977218097895016,0.0036463776393123315,0.0040911705069690074,-0.012638487010555687,-0.04379764569659801,-0.0012486811656987574
6.5,0.04470221407321772,0.006144616992414087,0.004140890375013077,-0.01219146486982351,-0.04373619952667387,-0.0012072722619486265
6.51,0.04008539259089964,0.008629444270881914,0.004196112111702294,-0.011790610943914513,-0.043649905083965046,-0.0011653111408316036
6.5200000000000005,0.03590218258279213,0.011093790026997591,0.0042586423094449965,-0.011431589118086592,-0.04353896718369507,-0.0011227247177371536
6.53,0.032131642359699515,0.01353128325267422,0.004330749229380312,-0.011110272694489597,-0.04340365435116833,-0.0010794172254433505
6.54,0.028752462341776964,0.015936213216002054,0.004414701563863627,-0.010822748071071827,-0.04324429221900831,-0.0010352702098047142
6.55,0.025743390301596066,0.01830348793684991,0.0045111813324657845,-0.010565314168055867,-0.04306125733963981,-0.0009901583964800563
6.5600000000000005,0.02308346454082709,0.020628593186015176,0.004615270034788828,-0.010334479522647596,-0.042854971407779656,-0.0009440056961321681
6.57,0.020752163343461402,0.022907551443632324,0.004708577341475055,-0.010126957889212982,-0.042625895893343334,-0.0008969199227174176
6.58,0.01872951199789217,0.025136887835279842,0.004749224941109831,-0.00993966276923406,-0.04237452701499054,-0.0008494276733063193
6.59,0.0169961616294178,0.027313617713958932,0.004671822900980866,-0.009769701152939882,-0.04210139083785095,-0.0008027094442965106
6.6000000000000005,0.015533446058093744,0.029435272522406047,0.0044175386246832265,-0.009614366692358944,-0.04180703811262689,-0.0007585340580496783
6.61,0.014323420480783729,0.03149995428270927,0.003983955626520961,-0.009471132487551106,-0.0414920385697998,-0.0007186945017844687
6.62,0.0133488862024016,0.03350638279058438,0.0034348192146685,-0.00933764362552709,-0.041156974741893955,-0.0006843463096377837
6.63,0.01259533086004827,0.03638333149660025,0.002849405905822455,-0.009211690316926606,-0.04079314142692795,-0.0006558522505795591
6.640000000000001,0.01204653689565606,0.03919541869303286,0.0022837285794479623,-0.009091224947970046,-0.040401187239997624,-0.0006330149647850795
6.65,0.01168457976536788,0.04183107342000664,0.0017574425994457815,-0.008974379150316368,-0.03998287650579756,-0.0006154405387906217
6.66,0.01149523434731771,0.044298820742527945,0.0012724949018367553,-0.008859426806843191,-0.03953988829837228,-0.0006027155897722541
6.67,0.011466076053964352,0.046608462416572766,0.0008236800203622312,-0.008744766046303547,-0.039073803674206556,-0.0005944787895686318
6.68,0.011589172990684252,0.048769049381938545,0.0004049727108903665,-0.008628874316396704,-0.03858611318038717,-0.0005904290624597281
6.69,0.0118699881380517,0.05079222962197508,1.1393947499131838e-05,-0.008510174435016187,-0.03807819088416742,-0.0005903151229847368
6.7,0.012357704725372884,0.05270178886029736,-0.0003606984985224178,-0.008386597387762458,-0.037551172995564444,-0.000593922107969961
6.71,0.013239163314957315,0.05456340509746374,-0.0007138565855041704,-0.008254205754612885,-0.03700553894458981,-0.0006010606738250027
6.72,0.015095595326686993,0.056570230730956045,-0.0010498113406735487,-0.008103249801346015,-0.036439836637280246,-0.0006115587872317381
6.73,0.01941440089391755,0.0592303396798006,-0.001369568868948374,-0.00790910579240684,-0.03584753324048224,-0.0006252544759212219
6.74,0.028545976168769582,0.06343127949288907,-0.0016733479902921004,-0.007623646030719144,-0.03521322044555335,-0.0006419879558241429
6.75,0.041030107163152765,0.06891256319523806,-0.0019619188232109105,-0.007213344959087616,-0.03452409481360097,-0.000661607144056252
6.76,0.03541536418479239,0.0712132760146725,-0.002235239932643384,-0.006859191317239692,-0.03381196205345424,-0.0006839595433826858
6.7700000000000005,0.027283212617681445,0.06732248021071957,-0.002498014239116923,-0.006586359191062877,-0.03313873725134705,-0.000708939685773855
6.78,0.010613925198272863,0.062309394445152516,-0.0027561027595137443,-0.0064802199390801484,-0.03251564330689553,-0.0007365007133689925
6.79,0.0033092380296023266,0.059914966806539016,-0.0030091327924269377,-0.006447127558784125,-0.03191649363883014,-0.0007665920412932619
6.8,0.002937678174524068,0.05969150048403721,-0.003254640677846518,-0.0064177507770388845,-0.031319578633989764,-0.0007991384480717271
6.8100000000000005,0.005503725933241738,0.0604654033278952,-0.003491750404338311,-0.006362713517706467,-0.030714924600710812,-0.0008340559521151102
6.82,0.008931177541077213,0.06157658832757594,-0.0037200600478541406,-0.006273401742295695,-0.030099158717435053,-0.0008712565525936515
6.83,0.012445271059109444,0.06275855209008276,-0.003939380067810608,-0.006148949031704601,-0.029471573196534227,-0.0009106503532717576
6.84,0.015813160011636237,0.06392037630543368,-0.004149653317815332,-0.005990817431588238,-0.02883236943347989,-0.0009521468864499109
6.8500000000000005,0.018986062309847763,0.06503594714959385,-0.0043509317840964585,-0.005800956808489761,-0.028182009961983952,-0.0009956562042908756
6.86,0.021968256549541966,0.06610054868927949,-0.004543348736619874,-0.0055812742429943414,-0.027521004475091156,-0.0010410896916570743
6.87,0.024775274753183,0.0671156064958126,-0.004727094169303916,-0.005333521495462511,-0.02684984841013303,-0.0010883606333501135
6.88,0.02756036629244983,0.0680837315841358,-0.004902394257445494,-0.005057917832538013,-0.026169011094291674,-0.0011373845759245684
6.890000000000001,0.0250485394143576,0.0690073555022207,-0.0050695007698799335,-0.004807432438394437,-0.025478937539269466,-0.0011880795836233678
6.9,0.01959257014290893,0.06988952629475308,-0.005228758262332979,-0.004611506736965347,-0.024780042276321936,-0.0012403671662466976
6.91,0.014481667507594108,0.07073066978828807,-0.005380240162043166,-0.004466690061889406,-0.024072735578439055,-0.0012941695678671294
6.92,0.009699383235487352,0.071530111668548,-0.005524250119808009,-0.004369696229534532,-0.023357434461753576,-0.0013494120690652094
6.93,0.005238560859480261,0.07228869979721704,-0.0056609974840954305,-0.00431731062093973,-0.022634547463781407,-0.0014060220439061637
6.94,0.0010506545938079696,0.07300711372223202,-0.005790700400827954,-0.00430680407500165,-0.021904476326559088,-0.0014639290479144433
6.95,-0.0028709940124793908,0.07368604104483771,-0.005913555066706062,-0.004335514015126444,-0.021167615916110712,-0.001523064598581504
6.96,-0.0065300869766638445,0.07432614519501432,-0.006029744120308185,-0.004400814884893083,-0.02042435446416057,-0.0015833620397845858
6.97,-0.009932403271515445,0.07492815611365403,-0.006139432521070279,-0.0045001389176082375,-0.01967507290302403,-0.0016447563649952886
6.98,-0.013084862086575291,0.07549288537227092,-0.006242767607736921,-0.004630987538473991,-0.01892014404930132,-0.001707184041072658
6.99,-0.01599516019381169,0.07602125023990175,-0.006339878867421185,-0.004790939140412107,-0.018159931546902302,-0.0017705828297468697
7.0,-0.018671573146179423,0.07651430788561107,-0.006430878246490496,-0.004977654871873902,-0.01739478846804619,-0.0018348916122117747
7.01,-0.021122849739207646,0.07697332982699648,-0.006515860704595741,-0.005188883369265978,-0.016625055169776224,-0.0019000502192577321
7.0200000000000005,-0.023358245947353362,0.0773999976737832,-0.006594904999163213,-0.0054224658287395115,-0.015851055193038394,-0.001965999269249364
7.03,-0.025388083255484396,0.07779713260667089,-0.00666807458568941,-0.005676346661294356,-0.015073083866971685,-0.002032680015106258
7.04,-0.027227427369471202,0.07822650606243879,-0.006735418286544415,-0.005948620934989068,-0.014290818806347296,-0.002100034197971702
7.05,-0.028786185037932815,0.07416257940322114,-0.00679698003574138,-0.006236482785368396,-0.013549193012315086,-0.002168003998329116
7.0600000000000005,-0.030165515042935673,0.06557869834815955,-0.006853728784488726,-0.006538137935797753,-0.01289340602883349,-0.002236541286174003
7.07,-0.03141891877411333,0.0574847745971335,-0.006904236066360632,-0.006852327123538887,-0.012318558282862156,-0.0023055836468376095
7.08,-0.032527298905894834,0.04986958407674239,-0.0069490008743284,-0.007177600112597835,-0.011819862442094733,-0.0023750736555808935
7.09,-0.033477587300700724,0.04274062667537542,-0.006987815738976277,-0.0075123759856048425,-0.011392456175340978,-0.0024449518129706564
7.1000000000000005,-0.034245652184165094,0.036116016104380366,-0.00702067640040813,-0.007854832507446494,-0.011031296014297174,-0.0025151585769747375
7.11,-0.03477002559624532,0.03000228915889996,-0.007047576282424519,-0.008202532763408947,-0.010731273122708175,-0.0025856343397989826
7.12,-0.03488884127618387,0.02460549507871297,-0.007068596166791728,-0.008551421176170786,-0.010485218171921044,-0.0026563203014669
7.13,-0.03421618227306171,0.02045070949092006,-0.007084036667092217,-0.008893582998901403,-0.010280711077011844,-0.002727160668137822
7.140000000000001,-0.03213798568583432,0.01845241359016099,-0.007094711778647185,-0.009214962855759746,-0.010096186941110235,-0.002798107785924294
7.15,-0.029100167261099215,0.018331827344180304,-0.00710227209469076,-0.009505964528370738,-0.009912868667668433,-0.002869130506871202
7.16,-0.029301373243496402,0.014685501694862962,-0.007107783897715388,-0.009798978260805702,-0.009766013650719803,-0.0029402083458483557
7.17,-0.035061771693498264,0.0035917235602078504,-0.007106702936292255,-0.010149595977740684,-0.009730096415117725,-0.003011275375211278
7.18,-0.04038542575248676,-0.007653272446595541,-0.007092377734210301,-0.010553450235265553,-0.00980662913958368,-0.0030821991525533813
7.19,-0.04214452127107381,-0.014499723636670188,-0.007066615681955421,-0.01097489544797629,-0.009951626375950382,-0.0031528653093729356
7.2,-0.0417135690687537,-0.01834190425347855,-0.0070324851602034145,-0.011392031138663827,-0.010135045418485167,-0.00322319016097497
7.21,-0.04049844505979424,-0.020892781861394476,-0.006991163698754115,-0.01179701558926177,-0.010343973237099112,-0.003293101797962511
7.22,-0.039079118549049996,-0.02290089754856111,-0.006943464709810606,-0.01218780677475227,-0.010572982212584724,-0.003362536445060617
7.23,-0.03762772175731277,-0.024604645905583707,-0.006890025738843231,-0.012564083992325397,-0.01081902867164056,-0.0034314367024490494
7.24,-0.036209374405163336,-0.026112292012304875,-0.0068313317763532624,-0.012926177736377031,-0.011080151591763608,-0.003499750020212582
7.25,-0.03489730271680844,-0.02757316526291178,-0.006767672519567107,-0.013275150763545115,-0.011355883244392725,-0.0035674267454082528
7.26,-0.03361059903406434,-0.028860258575996382,-0.006699084823802021,-0.013611256753885758,-0.01164448583015269,-0.003634417593646273
7.2700000000000005,-0.03233813672223136,-0.02998105382615516,-0.006625726894775388,-0.013934638121108072,-0.01194429636841424,-0.0037006748625940267
7.28,-0.031037091988072543,-0.030923755382598325,-0.006547603407917674,-0.014245009040988799,-0.012253533922240224,-0.0037661508966732034
7.29,-0.029614370866820963,-0.0316399255555857,-0.00646474093996818,-0.014541152749657008,-0.01256993317779608,-0.003830798306072885
7.3,-0.027960089159537807,-0.032062487206185486,-0.006377212658886945,-0.014820753641252387,-0.012890558049857935,-0.0038945704326617545
7.3100000000000005,-0.026039022080536878,-0.03216492018978187,-0.006285169790914237,-0.015081143862057755,-0.013212207251755754,-0.0039574221305708965
7.32,-0.023995750277949535,-0.032039316851417365,-0.006188781398743098,-0.01532110136483725,-0.013532600420269927,-0.004019309944558328
7.33,-0.022012073386021194,-0.0318123298410585,-0.006088084622356493,-0.015541222098697462,-0.013850723718680511,-0.004080190790781893
7.34,-0.020183520635920826,-0.03156300274641961,-0.005982994297322082,-0.01574305730505667,-0.014166353746144708,-0.004140020733755114
7.3500000000000005,-0.01850175027867329,-0.03130307652458694,-0.005873363825751151,-0.0159280748078434,-0.014479384511390577,-0.004198754372012625
7.36,-0.01691397941413146,-0.0310113768563509,-0.005759050379080751,-0.016097214601984714,-0.014789498279954086,-0.004256344875803433
7.37,-0.015369512887976985,-0.030664059057029305,-0.005639937295211173,-0.016250909730864484,-0.015096138870524379,-0.004312744248755544
7.38,-0.013834011666790408,-0.030245371780663596,-0.005515939937363153,-0.01638924984753239,-0.015398592588331015,-0.0043679036481291756
7.390000000000001,-0.012287712747137539,-0.029747703798046476,-0.0053870056414208126,-0.016512126975003764,-0.01569606962631148,-0.004421773704543384
7.4,-0.010720342009054376,-0.02916891826469077,-0.005253111242480207,-0.016619330395094306,-0.015987758808958388,-0.004474304816968186
7.41,-0.009127077586064042,-0.02850999852373491,-0.005114259105819318,-0.016710601170954947,-0.016272858794195738,-0.004525447408026379
7.42,-0.007506079568127169,-0.027773538576970347,-0.004970472477239217,-0.01678566196663622,-0.01655059417996544,-0.004575152132798772
7.43,-0.0058571336418369035,-0.026962894140784996,-0.004821790666292486,-0.01684423330305459,-0.01682022312137329,-0.004623370039461697
7.44,-0.004180943628595085,-0.026081740344355953,-0.004668264341545825,-0.01688604273934054,-0.01708104052481685,-0.004670052682877155
7.45,-0.0024787692457478028,-0.025133855637024638,-0.0045099510313439325,-0.01691083043179802,-0.017332379081187094,-0.004715152193190594
7.46,-0.000752238499108826,-0.02412302483220681,-0.0043469108186285944,-0.016918352816789106,-0.017573609329509163,-0.00475862130137688
7.47,0.000996754189237184,-0.023053002729540722,-0.00417920216128214,-0.016908385274896735,-0.017804139356804572,-0.004800413322989702
7.48,0.002766107729031353,-0.021927508298448126,-0.004006877738097998,-0.01688072419760642,-0.018023414439789054,-0.0048404821003706815
7.49,0.004553550566634118,-0.020750236626050564,-0.003829980200951811,-0.01683518869194008,-0.01823091680604956,-0.0048787819023802
7.5,0.006356654048026628,-0.019524890684996382,-0.003648537692810639,-0.016771622151459813,-0.018426165712899525,-0.004915267279308306
7.51,0.008172788305337839,-0.018255271175159793,-0.0034625589589658973,-0.016689894268406436,-0.018608718424651123,-0.004949892868897965
7.5200000000000005,0.00999868891720622,-0.016945778632146205,-0.0032720277949073555,-0.016589907379234374,-0.018778176210972584,-0.004982613146847038
7.53,0.01183930033647021,-0.01559212499567593,-0.003076896052968875,-0.016471514375869672,-0.018934097460929344,-0.005013382107376727
7.54,0.013696058268433245,-0.014193104665535042,-0.002877088912923882,-0.01633455379318534,-0.019076028507584695,-0.005042152996505966
7.55,0.015551585041902238,-0.012767705401038276,-0.002672485796586802,-0.016179037942766317,-0.019203705561595077,-0.005068877854471834
7.5600000000000005,0.017405260881775575,-0.011317492228013579,-0.0024628867674264844,-0.016004985333948563,-0.019316880483875212,-0.005093506722146098
7.57,0.019255519169074045,-0.009845300668030493,-0.0022480344000208874,-0.015812430142257822,-0.019415333490555516,-0.005115987066146307
7.58,0.021100623456498394,-0.008354032424323865,-0.002027575308398654,-0.015601423907692839,-0.019498873814798756,-0.005136262819230294
7.59,0.022938764028714226,-0.006846715341241261,-0.0018010438570758534,-0.015372036267405697,-0.01956734096821117,-0.005154273257801052
7.6000000000000005,0.0247681691876689,-0.0053263711816972925,-0.0015678257981004903,-0.015124354575529008,-0.01962060468002814,-0.005169951515782057
7.61,0.0265871378469308,-0.003796007345413771,-0.0013271101402061308,-0.014858483197059699,-0.01965856475348228,-0.005183222617184118
7.62,0.028394069009567605,-0.002258598435942949,-0.0010778149677544806,-0.014574542506964022,-0.01968115073784171,-0.005194000766861663
7.63,0.030187484033955977,-0.0007170843547074646,-0.0008184723240551167,-0.014272667666624463,-0.019688321581388783,-0.005202185490102215
7.640000000000001,0.03196605267320831,0.0008256245980459431,-0.0005470401090169677,-0.01395300713989238,-0.019680065335408323,-0.005207655891192384
