time,xi_x,xi_y,xi_z,dx_x,dx_y,dx_z,x_x,x_y,x_z,d_sigma_x,d_sigma_y,d_sigma_z,sigma_x,sigma_y,sigma_z,delta_x,delta_y,delta_z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.671253859356543,-16.671253859356543,-16.671253859356543,0.8332874614064345,0.8332874614064345,0.8332874614064345,0.0,0.0,0.0
0.01,0.02434165885494208,0.0111228526884953,0.05363285283155211,2.7962062967597694,2.422119383764999,9.26266135248019,0.027962062967597696,0.02422119383764999,0.0926266135248019,-13.600455011954184,-13.61367381812063,-13.571163817977574,0.6972829112868927,0.6971507232252282,0.6975758232266588,1.1209639990293683,0.9605975838644856,1.504563388860437
0.02,0.04473789982453906,0.018943530302541502,-0.004707536137137647,5.502266030521156,4.602109274654349,4.661956499313406,0.08298472327280926,0.07024228658419347,0.13924617851793597,-11.162001601097696,-11.18547028562486,-11.20718553143738,0.5856628952759158,0.5852960203689797,0.585503967912285,1.2486125444783207,0.9182269411004048,-0.7505506449181352
0.03,0.07148450064722411,0.034381056876618465,0.002004637054605213,8.738447427336347,7.391796187633859,7.737574352233079,0.17036919754617275,0.14416024846053205,0.21662192204026676,-9.182628468366566,-9.213337955216522,-9.249338512594132,0.4938366105922501,0.49316264081681443,0.4930105827863437,1.5042728980611502,1.000545782940929,0.607895447848401
0.04,0.08153098642409207,0.03763810717361041,-0.035447078047610936,9.994280169001682,8.65236202403558,4.903731205392795,0.27031199923618954,0.23068386870088786,0.26565923409419473,-7.5704602804104315,-7.602551818921395,-7.60208013131301,0.41813200778814574,0.4171371226276005,0.4169897814732136,1.5543977009679466,0.9507510984967131,-0.9220691985196392
0.05,0.10489197490872049,0.054929675448208815,-0.030759189741079412,12.73356249448864,11.46264596524661,6.310487735187796,0.3976476241810759,0.34531032835335396,0.3287641114460727,-6.211905653799523,-6.244154069927471,-6.265700699423284,0.35601295125015053,0.3546955819283258,0.35433277447898076,1.812354658322255,1.1061075112076701,-0.7856881363220072
0.06,0.11694777371311815,0.06431045917420614,-0.04223067678371173,14.239003903359098,13.493430129188667,6.034195266357375,0.5400376632146668,0.4802446296452406,0.38910606410964643,-5.08227866356638,-5.11093741950915,-5.126411284461173,0.3051901646144867,0.3035862077332343,0.303068661634369,1.9225999911712996,1.1730141858081484,-0.872341475919497
0.07,0.1280164080790368,0.07528215165157526,-0.049806214778160884,15.534466291991793,15.69112809138522,6.2069365387593605,0.6953823261345848,0.6371559105590928,0.45117542949724004,-4.137395465616692,-4.160383195175387,-4.1762576982688255,0.2638162099583198,0.2619823757814804,0.26130608465168076,2.0291712656051524,1.2756759896211676,-0.922428318548784
0.08,0.13487348923729048,0.08328374207467548,-0.05762880058963832,16.308643508723378,17.52417378459065,6.443937678937417,0.8584687612218186,0.8123976484049993,0.5156148062866142,-3.359471903177556,-3.376770562473781,-3.3897788830117137,0.2302214909265442,0.22821467015674263,0.22740829582156363,2.084638506119486,1.3474477553725421,-0.987258191708601
0.09,0.13765419517292588,0.08700921854343369,-0.0662540294299821,16.593422595586002,18.805728475231685,6.654443505906213,1.0244029871776785,1.0004549331573163,0.5821592413456763,-2.7293500713453285,-2.7426788338915684,-2.748448792156389,0.2029279902130909,0.20078788181782695,0.19992380789999975,2.090136037953555,1.3667190266654783,-1.0727927035324933
