time,in1,in2,in3,in1_obs,in2_obs,in3_obs,out1,out2,out3,out1_obs,out2_obs,out3_obs
0.001,0.0,0.0,0.4999879817508719,0.0,0.0,0.0,-0.7500000000000001,1.1250000000000002,-1.625,0.0,0.0,0.0
0.002,0.0,0.0,0.5033201577993461,0.0,0.0,0.0006130812172913052,-0.7492147666112997,1.124377824597429,-1.6242147666112996,-0.0006186525799815527,0.0006846623375652953,0.0009212623018436977
0.003,0.0,0.0,0.5066281325107732,0.0,0.0,0.001472302309711353,-0.7484298635944644,1.1237546595165304,-1.6234298635944644,-0.0014680952188314625,0.0016276418989409525,0.002198907443447771
0.004,0.0,0.0,0.5099123133594315,0.0,0.0,0.0025087298269229285,-0.7476452921766565,1.1231305020408666,-1.6226452921766565,-0.00248643473672187,0.0027607574558754,0.0035755915609653522
0.005,0.0,0.0,0.513173099157761,0.0,0.0,0.003688562486626981,-0.7468610535763087,1.1225053494556096,-1.6218610535763085,-0.0036421971523134086,0.00404928140868943,0.004962481768214496
0.006,0.0,0.0,0.5164108803931495,0.0,0.0,0.004990563168007388,-0.7460771490031237,1.1218791990475583,-1.6210771490031235,-0.004915366969030112,0.005471127878862361,0.006290443091728506
0.007,0.0,0.0,0.5196260395871545,0.0,0.0,0.006399756369243625,-0.7452935796580725,1.1212520481051675,-1.6202935796580724,-0.006291747438650235,0.007010636591301144,0.007468713299083386
0.008,0.0,0.0,0.5228189518921139,0.0,0.0,0.00790483183596917,-0.7445103467333927,1.1206238939185702,-1.6195103467333927,-0.007760581828861041,0.008655947404048172,0.008183062699304671
0.009000000000000001,0.0,0.0,0.5259899870231824,0.0,0.0,0.00949684640648223,-0.7437274514125854,1.1199947337795972,-1.6187274514125853,-0.00931334880886013,0.01039766989716866,0.007036595654638919
0.010000000000000002,0.0,0.0,0.5291395160069257,0.0,0.0,0.011168491639872003,-0.7429448948704162,1.1193645649818085,-1.617944894870416,-0.010943077331926962,0.012228126483976334,0.0056356528800790215
0.011000000000000003,0.0,0.0,0.5322679217068136,0.0,0.0,0.012913644598815758,-0.7421626782729113,1.1187333848205117,-1.6171626782729112,-0.012643924045355182,0.01414088546489322,0.004054850389283764
0.012000000000000004,0.0,0.0,0.5353755929055262,0.0,0.0,0.01472707475864858,-0.7413808027773574,1.1181011905927853,-1.6163808027773574,-0.014410896454337966,0.016130455048483098,0.002327528782895068
0.013000000000000005,0.0,0.0,0.5384629121857082,0.0,0.0,0.016604243460832686,-0.7405992695323005,1.1174679795975084,-1.6155992695323007,-0.016239662903418262,0.01819207335207157,0.00047370274800425977
0.014000000000000005,0.0,0.0,0.5415302550674079,0.0,0.0,0.01854116136860179,-0.7398180796775433,1.1168337491353753,-1.614818079677543,-0.018126417206161552,0.02032155879708271,-0.0014928070353284791
0.015000000000000006,0.0,0.0,0.5445779901237869,0.0,0.0,0.02053428401752486,-0.7390372343441456,1.116198496508929,-1.6140372343441456,-0.02006777922640377,0.022515200241802445,-0.003561644420178689
0.016000000000000007,0.0,0.0,0.5476064791693307,0.0,0.0,0.022580433267368184,-0.7382567346544217,1.1155622190225796,-1.6132567346544215,-0.02206071998709051,0.024769674224938584,-0.005724626901691168
0.017000000000000008,0.0,0.0,0.5506160774523307,0.0,0.0,0.024676736931806345,-0.7374765817219394,1.1149249139826263,-1.6124765817219393,-0.024102504030517547,0.027081981277221303,-0.007975046861730539
0.01800000000000001,0.0,0.0,0.5536071338443278,0.0,0.0,0.02682058150613176,-0.7366967766515211,1.1142865786972855,-1.6116967766515211,-0.026190644230823273,0.029449395996176055,-0.010307255782799004
0.01900000000000001,0.0,0.0,0.5565799910252093,0.0,0.0,0.029009574548218293,-0.7359173205392391,1.1136472104767148,-1.610917320539239,-0.028322865797516462,0.03186942727917709,-0.012716398835820633
0.02000000000000001,0.0,0.0,0.559534985663567,0.0,0.0,0.031241514314902182,-0.735138214472418,1.11300680663303,-1.610138214472418,-0.03049707719603283,0.03433978620115136,-0.01519823602997511
0.02100000000000001,0.0,0.0,0.5624724485922781,0.0,0.0,0.03351436494603649,-0.7343594595296318,1.1123653644803393,-1.6093594595296317,-0.03271134636357465,0.03685835974432981,-0.017749016406884567
0.022000000000000013,0.0,0.0,0.5653927049796112,0.0,0.0,0.0358262359548765,-0.7335810567807041,1.111722881334756,-1.608581056780704,-0.034963881040471864,0.039423189076043086,-0.02036538641531976
0.023000000000000013,0.0,0.0,0.568296074496496,0.0,0.0,0.038175365105637654,-0.7328030072867067,1.1110793545144309,-1.6078030072867067,-0.03725301234354447,0.04203245140913165,-0.023044321238486314
0.024000000000000014,0.0,0.0,0.5711828714802278,0.0,0.0,0.04056010398762978,-0.7320253120999595,1.1104347813395734,-1.6070253120999594,-0.03957718092436333,0.04468444471886268,-0.025783072073862497
0.025000000000000015,0.0,0.0,0.5740534050933375,0.0,0.0,0.04297890576772067,-0.7312479722640294,1.1097891591324711,-1.6062479722640293,-0.04193492521098757,0.047377574762451205,-0.02857912482786951
0.026000000000000016,0.0,0.0,0.5769079794757664,0.0,0.0,0.04543031474088328,-0.7304709888137301,1.1091424852175198,-1.6054709888137302,-0.04432487134567453,0.050110343973199065,-0.031430167184371215
0.027000000000000017,0.0,0.0,0.5797468938902818,0.0,0.0,0.0479129573823134,-0.7296943627751212,1.1084947569212455,-1.6046943627751211,-0.04674572451583592,0.052881341894682875,-0.03433406194977908
