time,throttle,torque_x,torque_y,torque_z
0.01,27.394540720523253,-11.91897260141431,9.147587690033323,0.047220079498877375
0.02,24.017604656018687,2.710028155978842,-1.1775593821644696,4.9908483317723595
0.03,27.89177205420837,2.4525399016586102,-1.0219654286327995,2.7655637303145757
0.04,33.477429929668276,1.9865657662544358,-0.8133647716666019,1.1195134987066173
0.05,41.86371169201997,1.456115965159497,-0.5839349384335458,0.12567153657192875
0.060000000000000005,53.55224647305532,1.9653540043596651,-4.319186347459013,-9.823853983128032
0.07,61.97477402803188,1.7828606805735032,-0.7417782754475896,-2.216015661431021
0.08,60.54881870845883,0.7594774510975781,0.06764069878427822,0.33092377459037436
0.09,57.13705725429048,0.43084196054490537,0.18793329577757567,0.7188289998222137
0.09999999999999999,54.451374534577184,0.37368364449023994,0.1517478030496187,0.5649024202203943
0.10999999999999999,50.656627516248165,0.24459499718651853,0.17052956501544994,0.5788404286135564
0.11999999999999998,47.28475694201619,0.1896170968105477,0.1471712450779568,0.46210795081251105
0.12999999999999998,44.154589221875426,0.16932637813914733,0.11857624259861044,0.3433670465948901
0.13999999999999999,41.24627586024542,0.15986541654198894,0.09295469707262165,0.24796730303887518
0.15,38.52170142362831,0.15598440815997108,0.07244908257038475,0.17308299834840624
0.16,35.96548087207528,0.10969657177941752,0.06759914630338172,0.14386091313955102
0.17,33.59458555820898,0.14857296146535767,0.039329600721374904,0.06771555820081168
0.18000000000000002,31.39526705642236,0.13841746870181912,0.027447603886050997,0.0364507799372416
0.19000000000000003,29.344233667727327,0.1297825416303895,0.016729459428561622,0.012176511661339979
0.20000000000000004,27.447497982081277,0.1230268320929684,0.004695147051607953,-0.009264983027868726
0.21000000000000005,25.7011711403966,0.11723277651466414,-0.009362902193395502,-0.027806949393191116
0.22000000000000006,24.098730456012774,0.11132227976632088,-0.025897835490708586,-0.0427768153093306
0.23000000000000007,22.63170297457469,0.10476299446633791,-0.04502461023182495,-0.05302824801746143
0.24000000000000007,21.290845301224945,0.09731717877568434,-0.06631629655228202,-0.056977735205963824
0.25000000000000006,20.06684481480799,0.08893397019778353,-0.08876160217185775,-0.05295486218809899
0.26000000000000006,18.950920989200313,0.07964009634933214,-0.11097692055696334,-0.03976021939686418
0.2700000000000001,17.93529559655031,0.06944371088095334,-0.13159161322273985,-0.01712631293211876
0.2800000000000001,17.013486626462836,0.058251218497357385,-0.14957878280041767,0.014184708725195222
0.2900000000000001,16.18039823184088,0.04581613237964618,-0.16435918237721875,0.05263143323254575
0.3000000000000001,15.43224063698239,0.03173650999594161,-0.17568207330934874,0.09625670173895691
0.3100000000000001,14.766353360571506,0.01550918402765635,-0.1833964360812674,0.1429404775443568
0.3200000000000001,14.181003245790395,-0.0033537131601441587,-0.18721950214296745,0.19045637957902187
0.3300000000000001,13.675201007599028,-0.0251293557202256,-0.18656024334936075,0.23636554011054772
0.34000000000000014,13.248549978820513,-0.0495647279500346,-0.18042622946350653,0.2778429832892063
0.35000000000000014,12.901123739911064,-0.07534116644530804,-0.16744729264934638,0.31154534219635494
0.36000000000000015,12.633376653623401,-0.07364290891223746,-0.17667194496326707,0.3501978905400727
0.37000000000000016,12.447032823489039,-0.14177699575709335,-0.11072134971802806,0.34300060832449875
0.38000000000000017,12.343568144701262,-0.1465538152414807,-0.07103612158690596,0.32214131610280666
0.3900000000000002,12.322207720819497,-0.14227300751783648,-0.024490014011011835,0.2775305220637386
0.4000000000000002,12.384837821741632,-0.14873532881602158,0.026809396988794282,0.209950433871923
0.4100000000000002,12.531299261971942,-0.1621314821534711,0.07632826732446207,0.12395443314008442
0.4200000000000002,12.756696254486974,-0.25826219850290216,0.11492436936473989,0.03250857278905979
0.4300000000000002,13.040915845740958,-0.425372338477927,0.14312825829844977,-0.06537404775271331
0.4400000000000002,13.334363189861001,-0.49878102895384085,0.13047688924775488,-0.11602573531622588
0.45000000000000023,13.579496685792865,-0.4646617342273327,0.0965617494539813,-0.12089851027884846
0.46000000000000024,13.747888359921344,-0.38821877554519646,0.06336889140332827,-0.10637802670552841
0.47000000000000025,13.8413068260855,-0.3093148882328636,0.04001503922070161,-0.09315265769290847
0.48000000000000026,13.876552006661528,-0.2430595728091964,0.025896263382657846,-0.08666336576327217
0.49000000000000027,13.874040622237285,-0.19217492445095877,0.018050827916340006,-0.08564454392314275
0.5000000000000002,13.85222851902823,-0.1546174927606434,0.014242421797200783,-0.08816988812659472
0.5100000000000002,13.825883098520142,-0.12714436214543473,0.012796160343226693,-0.09232553870173689
0.5200000000000002,13.806189220020844,-0.10673987970609955,0.014791488961685195,-0.10015992405483923
0.5300000000000002,13.801108265901854,-0.09087893809462415,0.017902782674555813,-0.10786816787561003
0.5400000000000003,13.816025233508116,-0.07774599405834626,0.021966614481833627,-0.11518440728969664
0.5500000000000003,13.854648601224307,-0.066163015085032,0.03224615412070325,-0.12913095851781634
0.5600000000000003,13.918027922366319,-0.05496972207194215,0.05348701825788552,-0.15403992976138847
0.5700000000000003,14.001896610269268,-0.04278452009929031,0.0861229327377709,-0.18716077882529292
0.5800000000000003,14.094432951233692,-0.028458912357278102,0.12020079512277636,-0.21374846415457105
0.5900000000000003,14.177494669897897,-0.012042680645415187,0.14256614940959678,-0.21952535288398753
0.6000000000000003,14.232513851230166,0.004896163252536967,0.1476341568683133,-0.20280975101046717
0.6100000000000003,14.246770652468747,0.020153020288553945,0.13794950114247437,-0.17150046251979326
0.6200000000000003,14.215959141556315,0.032075229816780786,0.11938030302216579,-0.13515836265894976
0.6300000000000003,14.143053556889553,0.04003243818924962,0.09748498767663796,-0.10071904259348056
0.6400000000000003,14.03548167858656,0.04426365841910898,0.07611767714853816,-0.07173290615535886
0.6500000000000004,13.902320682629679,0.04548753348684078,0.057364968218431824,-0.049189657882257404
0.6600000000000004,13.752331106261616,0.044553110596171994,0.041993994986730745,-0.032621078606990095
0.6700000000000004,13.59293401198732,0.04223388587590794,0.029970414541817102,-0.020952844731221033
0.6800000000000004,13.429895737400626,0.03924669645664137,0.020869130370115518,-0.013012983281481476
0.6900000000000004,13.267425476448281,0.037355785663500056,0.014142038868069804,-0.007772913461450981
0.7000000000000004,13.108498386521088,0.040278774954390625,0.009281875078813501,-0.004430167398523412
0.7100000000000004,12.95529528980916,0.04190324867192766,0.005917695068719628,-0.0024097224255625687
0.7200000000000004,12.80922745500831,0.03984584545149763,0.0036845913092377175,-0.0012726919928601017
0.7300000000000004,12.670843746634953,0.03637892923105228,0.0021728316836096525,-0.0006631634318922811
0.7400000000000004,12.54016693069846,0.033094566922002376,0.0010947710189413698,-0.00035735003311238044
0.7500000000000004,12.417025679245414,0.030231686550788284,0.00030549973501620744,-0.00023718806798338112
0.7600000000000005,12.301183690409983,0.027780804915930962,-0.0003295502490238647,-0.0002183046020654476
0.7700000000000005,12.192389985400421,0.025689258929581314,-0.00121934557081767,-0.00016567943066272812
0.7800000000000005,12.090504052315024,0.023898557132070047,-0.003600467690662575,0.00020196520332008434
0.7900000000000005,11.995907053839094,0.02235629945101273,-0.00719638097726635,0.0006688800060064873
0.8000000000000005,11.909691355299199,0.021007908869722158,-0.008127995826562807,0.00032048719364402426
0.8100000000000005,11.832507846174883,0.01982928529094883,-0.007145111367885032,-0.0004157130099082926
0.8200000000000005,11.763869790464318,0.018807452196921256,-0.005256085391768158,-0.0011860984455166357
0.8300000000000005,11.702745349491664,0.017474049119730693,-0.0031369261341344682,-0.001816948560145772
0.8400000000000005,11.647906783494834,0.0169038589959119,-0.0011719789691544305,-0.0022537065472772715
0.8500000000000005,11.598159861795482,0.016351148060420536,0.0005028638837962107,-0.002505834718342983
