time,x,y,z,vx,vy,vz,phi,theta,psi,p,q,r
0.01,0.00010617594801427779,4.345708825137071e-05,0.0002694018597858058,0.02371491996839147,0.011123878381853044,0.053675012883986385,-0.08295541087474913,0.08418047722165524,-0.003208942661283425,-16.539459451781767,16.84961685716084,0.05716715947689307
0.02,0.000548486458385569,0.00029531329276966605,0.0009863275374691457,0.0687612526859922,0.04317605929552722,0.08842449620833716,-0.2329240915985315,0.23873851455078737,-0.01376167700338048,-13.191576966394189,13.903146722662077,2.7609203383514993
0.03,0.0015927608623938956,0.0010166070695269507,0.002151121366897649,0.14328629972085624,0.10436052442061683,0.142548676895762,-0.34103249208825703,0.3546779613437333,-0.015469458839884778,-8.334231273131179,8.41587504444587,3.484314881417622
0.04,0.0034576435087412486,0.002430651575621371,0.003788039823147994,0.2316395697815678,0.18070100756669366,0.1830466206707011,-0.4161342180438763,0.4404933381716773,-0.009768572140695,-7.12818281895579,7.138344698463152,3.837267130520602
0.05,0.006322392410949484,0.004737340222461105,0.005901149656243773,0.3429724310665141,0.2828749182265394,0.2375022232722,-0.48053652648645534,0.5165990194116301,-0.002365263237883536,-6.430803016047685,6.009033379998624,3.9416276393306915
0.060000000000000005,0.01037420473481794,0.00816223528638313,0.008547639969225463,0.4685206535106473,0.40420034914864233,0.28973242228339396,-0.537560007111621,0.5808111189868319,0.006381991838071596,-5.877490927463147,4.486207435828795,3.6111212119438694
0.07,0.015749650976681386,0.012906590291301624,0.011718864547367232,0.6070901397229327,0.5465545548702526,0.3427027678370097,-0.584914367096952,0.6276104658715623,0.016494823825966808,-4.731918586955395,2.5677049899116478,2.770406236092942
0.08,0.022557676440258113,0.019171034657841726,0.015423451191124028,0.7545085747823317,0.7078282274250979,0.3969130524331896,-0.6190485212728449,0.6556034295276763,0.027747289700894205,-3.4368581306876296,1.03823016667128,1.8799236036595603
0.09,0.03086353410228735,0.027123074531918777,0.019674650014253236,0.9063343732701574,0.8836403642613775,0.45256452293430116,-0.6404791221955909,0.6686649084085383,0.039491089831573505,-2.2925461481879514,-0.010932756598139637,1.1518532018491214
0.09999999999999999,0.0406921263315943,0.0368824126683222,0.024486759343944543,1.058898633876715,1.0688962533683046,0.5095528271694016,-0.6514008887352898,0.6711946890425818,0.05128076429827313,-1.3569264005465729,-0.6942909421391404,0.6261260146910782
0.10999999999999999,0.05203743603375655,0.0485198839238022,0.029872717740079543,1.209622881801514,1.2589412298144818,0.5676851443722968,-0.6540130099056496,0.6666840658678799,0.06292229127035147,-0.610759484941215,-1.1304235078950389,0.2752608454367112
0.11999999999999998,0.06487256055164216,0.06206399839427322,0.03584331705623424,1.356861435615582,1.449963732270254,0.6267348559664925,-0.6501204225549848,0.657614795181559,0.07436075839235602,-0.01838684257308676,-1.4058099636729648,0.05676714965954524
0.12999999999999998,0.07915771638754622,0.07750962431970732,0.042406955786884366,1.4996550581394659,1.6390375022077597,0.6864691524125839,-0.6411237249894881,0.6456695985748269,0.08560082852755321,0.45348665551605827,-1.5778315077423017,-0.06768489023693183
0.13999999999999999,0.09484593722563611,0.09482629309467311,0.04956963896979194,1.6375103589740483,1.8240108111910167,0.7466608822807952,-0.6280963145823041,0.6319600858798996,0.09666714346658463,0.8318114896708892,-1.6837066928984177,-0.12789054044023454
0.15,0.11188687066257216,0.11396519028786123,0.05733508573242593,1.770235053325208,2.003356811981109,0.8070954216993901,-0.6118634983970577,0.6172047253791311,0.10758730321428493,1.137309520351843,-1.7475567630634457,-0.1455022143604433
0.16,0.13022919644782244,0.13486468542324329,0.06570489193836133,1.8978236841230116,2.176031512654634,0.8675745638133873,-0.5930663934890641,0.601856161937391,0.11838570775926682,1.3855802903810426,-1.7850968591360274,-0.13565051305923853
0.17,0.14982210232226173,0.1574545583650399,0.0746787191472907,2.0203814735359265,2.3413550341043,0.9279184268116282,-0.5722101389468603,0.5861895104513125,0.1290820824184903,1.5882737620170984,-1.8065990757283117,-0.10860789094866719
0.18000000000000002,0.17061613730579553,0.18165916592080392,0.08425449213872083,2.138074875592911,2.498918106603652,0.9879659395027026,-0.5496993343580859,0.5703628599841781,0.13969177345718284,1.7540960253938858,-1.8187627103117152,-0.07117038179812737
0.19000000000000003,0.1925636637721001,0.20739978566011644,0.09442859352224359,2.2511001862225903,2.6485107042262355,1.0475743845149665,-0.525863702856777,0.5544584561918581,0.1502265651108503,1.8896042208891088,-1.8259124142778655,-0.02771367700483731
0.20000000000000004,0.21561905711663396,0.2345963361485462,0.10519604852491504,2.35966412609097,2.7900684225754033,1.1066183761960637,-0.5009764947980503,0.5385105641532038,0.16069553131131475,1.9998057283162136,-1.830779631264314,0.019033959335884046
0.21000000000000005,0.23973875131822792,0.26316863000618906,0.11655069628291967,2.4639722562666555,2.9236324522251738,1.164988545938677,-0.4752676257328889,0.5225241923481657,0.17110575936011896,2.0885947523512747,-1.835020331603326,0.06744132547071664
0.22000000000000006,0.2648811944791899,0.2930372784375766,0.12848534612450369,2.5642224574571304,3.0493197394815366,1.2225901159161545,-0.44893306976276093,0.5064875726666807,0.18146291259779207,2.1590631433488445,-1.839562633125312,0.11658994068732888
0.23000000000000007,0.29100675558431444,0.3241243357675336,0.14099191867142558,2.660601638072915,3.167300710316088,1.279341473150558,-0.42214162487299295,0.4903803910549974,0.19177164636463445,2.2137190895411356,-1.8448430150893613,0.1660097161315334
