time,xi_x,xi_y,xi_z,d_var_theta_x,d_var_theta_y,d_var_theta_z,var_theta_x,var_theta_y,var_theta_z,d_sigma_x,d_sigma_y,d_sigma_z,sigma_x,sigma_y,sigma_z,delta_x,delta_y,delta_z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.81972870396089,-34.81972870396089,-34.81972870396089,0.6518027129603912,0.6518027129603912,0.6518027129603912,-1.0,-1.0,-1.0
0.01,-0.04409815807001514,-0.04356911403058289,-0.4123387627695993,9.348852470505921,12.94843750572446,51.06388016810067,0.09348852470505921,0.1294843750572446,0.5106388016810067,-22.084243903707144,-22.084772947746576,-21.716003299007557,0.4309602739233197,0.4309549834829254,0.4346426799703156,0.4823111522163763,0.4711036927789327,7.312620244422744
0.02,-0.08134914180249976,-0.08684622067869052,-0.1598477384634217,17.619328949061682,25.63835285614461,27.35641824686688,0.26968181419567605,0.3858679036186907,0.7842029841496756,-14.23444849641909,-14.22876695910152,-14.284376577838344,0.2886157889591288,0.28866731389191014,0.29179891419193216,1.4606472798065822,1.5687193561828048,2.95429474663968
0.03,-0.15783930534924273,-0.1973884153823584,-0.14112207746780348,29.750934727340912,43.91776661011854,25.880442654803247,0.5671911614690852,0.8250455697198762,1.043007410697708,-9.2510053719338,-9.213210269618381,-9.376115416230885,0.1961057352397908,0.1965352111957263,0.1980377600296233,3.062890756830046,3.794728162078436,2.746809023278793
0.04,-0.25113495016846654,-0.2900266197532162,-0.13369772665383262,45.87021827159594,58.518725957609945,27.00142117400742,1.0258933441850446,1.4102328292959756,1.3130216224377822,-6.039367753610437,-6.014797618844255,-6.22124378470467,0.13571205770368644,0.13638723500728378,0.1358253221825766,4.868881220589189,5.572538323490918,2.700754220900534
0.05,-0.3290895530596474,-0.31337614018215043,-0.11882313880361828,61.771816846767834,63.97465999965988,29.876478905114993,1.6436115126527229,2.0499794292925744,1.6117864114889322,-3.9645640926947436,-4.002398267388723,-4.1785410288732105,0.096066416776739,0.09636325233339654,0.09403991189384447,6.3369701295841585,6.0536224666147955,2.4809862392018203
0.06,-0.3195384249363462,-0.23461890306066246,-0.08868380332710268,67.28593659077167,56.531916712046545,33.473310097611204,2.3164708785604393,2.61529859641304,1.9465195124650443,-2.684657050041488,-2.779156455391622,-2.8501423124229293,0.06921984627632412,0.06857168777948032,0.06553848876961518,6.204851356718813,4.668221999348618,1.9416070470208076
0.07,-0.20718826634419862,-0.09241374492405097,-0.015852748825403218,59.332914485287915,40.27512702965234,31.510155471174105,2.9098000234133186,3.018049866709563,2.2616210671767853,-1.9359840813048717,-2.030113430156373,-2.010158551350758,0.0498600054632754,0.04827055347791659,0.0454369032561076,4.194096470239473,2.0398734197228867,0.43256210419632746
0.08,-0.11200526758539686,0.004957975849738894,0.05211750255038616,50.95255213358138,26.631599160081546,27.27240620060103,3.419325544749132,3.2843658583103785,2.5343451291827956,-1.4178704879017914,-1.474898890499133,-1.3387048018813013,0.03568130058425749,0.03352156457292526,0.03204985523729459,2.4367579526211385,-0.2519578634164321,-1.3474665244536357
0.09,-0.06179394465246091,0.04634371202612897,0.08796906853917008,45.775974586978776,18.126224302118743,25.037486970306585,3.87708529061892,3.465628101331566,2.7847199988858615,-1.0239587402145238,-0.9722021425855816,-0.884854476037874,0.02544171318211225,0.023799543147069443,0.02320131047691585,1.4648423861669835,-1.2150160963529122,-2.0537138317332224
0.1,-0.022221197986695085,0.06594243305666136,0.11761139363218387,40.4777116462501,11.833473980868497,22.665979115416384,4.281862407081421,3.583962841140251,3.011379790040025,-0.7461039121557167,-0.6517823239919682,-0.5817032987984609,0.017980674060555084,0.01728171990714976,0.01738427748893124,0.6254327709131352,-1.608291385750535,-2.6169202195922576
