time,d_delta_x,d_delta_y,d_delta_z,delta_x,delta_y,delta_z
0.0,-14.3155424461227,-11.802268323250866,-9.380919273275719,-0.143155424461227,-0.11802268323250865,-0.09380919273275719
0.01,-13.929654544046175,-11.427313716352279,-8.719672434343499,-0.28245196990168875,-0.23229582039603144,-0.18100591707619218
0.02,-13.475439508659043,-10.931115818732335,-8.18229420686369,-0.4172063649882792,-0.3416069785833548,-0.26282885914482906
0.03,-12.932399443330317,-10.283096044596006,-7.709909777063231,-0.5465303594215823,-0.4444379390293149,-0.3399279569154614
0.04,-12.275284766276569,-9.49308355317406,-7.263535945777422,-0.6692832070843481,-0.5393687745610555,-0.4125633163732356
0.05,-11.491438977666938,-8.626603324804469,-6.834146054875923,-0.7841975968610174,-0.6256348078091002,-0.48090477692199485
0.06,-10.626274719093837,-7.786120426182672,-6.410196410348505,-0.8904603440519558,-0.7034960120709269,-0.5450067410254799
0.07,-9.804302193941165,-7.086899663119306,-5.9994016096464415,-0.9885033659913675,-0.77436500870212,-0.6050007571219442
0.08,-9.087796060193694,-6.550413545774698,-5.624694866235968,-1.0793813265933043,-0.839869144159867,-0.6612477057843039
0.09,-8.455680104800777,-6.136361384206879,-5.28586904226339,-1.163938127641312,-0.9012327580019358,-0.7141063962069378
0.1,-7.886244390326442,-5.813076738300194,-4.976672865072626,-1.2428005715445765,-0.9593635253849377,-0.7638731248576641
0.11,-7.371091076358096,-5.560586388876313,-4.612746965214023,-1.3165114823081574,-1.0149693892737008,-0.8100005945098043
0.12,-6.911686882879486,-5.364642228801718,-4.248878195356661,-1.3856283511369523,-1.068615811561718,-0.852489376463371
0.13,-6.504710852113661,-5.212070147382664,-3.9010079846165993,-1.4506754596580889,-1.1207365130355447,-0.891499456309537
0.14,-6.142431527273857,-5.09208037419224,-3.5690777769943667,-1.5120997749308274,-1.171657316777467,-0.9271902340794806
0.15,-5.810422875784679,-4.997974517221174,-3.243228996028029,-1.5702040036886742,-1.2216370619496788,-0.9596225240397609
0.16,-5.513694378917863,-4.9218321250981845,-2.926244394202368,-1.6253409474778528,-1.2708553832006606,-0.9888849679817846
0.17,-5.2550926846845005,-4.855807389660617,-2.6234424064945303,-1.6778918743246978,-1.3194134570972669,-1.0151193920467299
0.18,-5.029622532973793,-4.795748434406448,-2.3353729338922458,-1.7281880996544356,-1.3673709414413313,-1.0384731213856524
0.19,-4.831755161910751,-4.739336959896048,-2.061601479057354,-1.776505651273543,-1.4147643110402919,-1.059089136176226
0.2,-4.656903761946176,-4.6850199481628465,-1.801588358185775,-1.823074688893005,-1.4616145105219203,-1.0771050197580838
0.21,-4.501342112710139,-4.631712249400152,-1.5548342502653894,-1.8680881100201063,-1.5079316330159218,-1.0926533622607377
0.22,-4.361997080580853,-4.578714572304117,-1.3208776362999335,-1.9117080808259148,-1.553718778738963,-1.105862138623737
0.23,-4.236301109475897,-4.5256661793638315,-1.0992668425915424,-1.9540710919206739,-1.5989754405326013,-1.1168548070496525
0.24,-4.122112787311913,-4.47233241320359,-0.8895213113857396,-1.995292219793793,-1.6436987646646373,-1.1257500201635098
0.25,-4.017664307069047,-4.4185796161971655,-0.6911898703566308,-2.0354688628644837,-1.6878845608266089,-1.1326619188670761
0.26,-3.9214932779403853,-4.364379817216626,-0.5038246603017225,-2.0746837956438875,-1.731528358998775,-1.1377001654700933
0.27,-3.8323970894821535,-4.309780194091216,-0.32698002172323015,-2.113007766538709,-1.7746261609396872,-1.1409699656873256
0.28,-3.749393484390029,-4.254880217865113,-0.16021193561707436,-2.150501701382609,-1.8171749631183383,-1.1425720850434964
0.29,-3.6716858036850777,-4.199814643560316,-0.0030774306925080985,-2.1872185594194598,-1.8591731095539414,-1.1426028593504214
0.3,-3.5986342873124055,-4.144739566285182,0.144865747548637,-2.2232049022925837,-1.9006205052167933,-1.141154201874935
0.31,-3.5297311761814942,-4.08981915093887,0.2840590709593256,-2.2585022140543987,-1.941518696726182,-1.1383136111653418
0.32,-3.464582563190187,-4.035212615557203,0.4149411266960392,-2.2931480396863004,-1.9818708228817539,-1.1341641998983814
0.33,-3.4029150713430987,-3.9810659603534266,0.5379376334583967,-2.3271771903997314,-2.0216814824852882,-1.1287848235637974
0.34,-3.3446493912651354,-3.9275309163937058,0.6534329209301077,-2.3606236843123827,-2.0609567916492253,-1.1222504943544964
0.35000000000000003,-3.289989017969697,-3.874852272022805,0.7617731976121749,-2.3935235744920798,-2.0997053143694533,-1.1146327623783747
0.36,-3.239195691411668,-3.8233529548329823,0.8634039538080924,-2.4259155314061966,-2.1379388439177833,-1.1059987228402939
0.37,-3.1921115598418286,-3.7730126461802866,0.958883160733738,-2.457836647004615,-2.1756689703795864,-1.0964098912329565
0.38,-3.1481162294357397,-3.723290175190539,1.04864068669831,-2.4893178092989725,-2.212901872131492,-1.0859234843659733
0.39,-3.106285089718382,-3.6733992639823176,1.132978016089232,-2.5203806601961563,-2.249635864771315,-1.074593704205081
0.4,-3.0657420961148354,-3.622777288463813,1.2120132644706711,-2.5510380811573046,-2.2858636376559534,-1.0624735715603744
0.41000000000000003,-3.0259842364532954,-3.5714303003336365,1.285846868060489,-2.5812979235218374,-2.3215779406592896,-1.0496151028797696
0.42,-2.986806768496028,-3.519704300669761,1.3546173017767371,-2.6111659912067977,-2.356774983665987,-1.0360689298620023
0.43,-2.9480829358875695,-3.467950707257896,1.4184643758789643,-2.6406468205656735,-2.391454490738566,-1.0218842861032127
0.44,-2.909648252842283,-3.4163845908090087,1.4774734269444136,-2.6697433030940965,-2.4256183366466564,-1.0071095518337685
0.45,-2.8713404217331258,-3.3651405162089523,1.5316571607902305,-2.698456707311428,-2.459269741808746,-0.9917929802258661
0.46,-2.833079088514932,-3.3143659983282445,1.5809799681424224,-2.726787498196577,-2.4924134017920285,-0.9759831805444419
0.47000000000000003,-2.7948686244735574,-3.264227498828032,1.625387612036045,-2.7547361844413127,-2.5250556767803087,-0.9597293044240814
0.48,-2.756735537998816,-3.2148516288958593,1.6648146687711272,-2.7823035398213007,-2.5572041930692673,-0.9430811577363701
0.49,-2.7186885227634576,-3.166294612756424,1.6991789739629928,-2.8094904250489354,-2.5888671391968314,-0.9260893679967402
0.5,-2.6807376202299205,-3.118572164651571,1.7283881682299256,-2.8362978012512348,-2.620052860843347,-0.908805486314441
0.51,-2.64292660213152,-3.0717000892785284,1.7523650096244865,-2.8627270672725498,-2.6507698617361326,-0.8912818362181961
0.52,-2.6053334802281087,-3.0257015246263164,1.7710772933454286,-2.888780402074831,-2.6810268769823957,-0.8735710632847419
0.53,-2.568050875198847,-2.9805940888682674,1.7845616243546694,-2.9144609108268194,-2.7108328178710783,-0.8557254470411951
0.54,-2.531172184812916,-2.936382285105956,1.792940050227205,-2.9397726326749485,-2.740196640722138,-0.837796046538923
0.55,-2.374444082767763,-2.893051397913565,1.7964247562273263,-2.963517073502626,-2.7691271547012737,-0.8198317989766498
0.56,-1.9783576512016916,-2.8504963401689256,1.795022050097716,-2.9833006500146433,-2.797632118102963,-0.8018815784756727
0.5700000000000001,-1.5898515361516754,-2.8089267117285592,1.7706151847814193,-2.99919916537616,-2.8257213852202487,-0.7841754266278584
0.58,-1.2409683908966915,-2.7844480746575186,1.6921226431882699,-3.011608849285127,-2.8535658659668237,-0.7672542001959758
0.59,-0.8974853081569183,-2.7523194196013883,1.6187974501185174,-3.020583702366696,-2.8810890601628376,-0.7510662256947906
0.6,-0.5622170036204368,-2.7140725842716993,1.554063035906421,-3.0262058724029006,-2.908229786005555,-0.7355255953357265
0.61,-0.2465827049360012,-2.671737380752865,1.4954919301817167,-3.0286716994522607,-2.9349471598130834,-0.7205706760339093
0.62,0.04505707956157412,-2.6257431916186187,1.4418331003178988,-3.0282211286566447,-2.9612045917292695,-0.7061523450307303
0.63,0.31307091522590724,-2.577846422770916,1.3923527413875996,-3.0250904195043855,-2.9869830559569785,-0.6922288176168543
0.64,0.5616198309557152,-2.5299179113098678,1.346403617470631,-3.0194742211948284,-3.012282235070077,-0.678764781442148
0.65,0.8004577331614868,-2.481968479960546,1.304272212125474,-3.0114696438632134,-3.0371019198696825,-0.6657220593208932
0.66,1.0314166387317112,-2.4342808411916703,1.2673801088314054,-3.0011554774758964,-3.0614447282815993,-0.6530482582325792
0.67,1.2461354180344903,-2.3879655917314464,1.23428724095088,-2.9886941232955513,-3.085324384198914,-0.6407053858230704
0.68,1.44591274445939,-2.3436300662589122,1.2032525752412622,-2.9742349958509573,-3.1087606848615033,-0.6286728600706577
0.6900000000000001,1.640039751366758,-2.3008282681756578,1.1748075724082438,-2.9578345983372896,-3.13176896754326,-0.6169247843465753
0.7000000000000001,1.827735680090993,-2.259741013268978,1.1498637525171724,-2.9395572415363795,-3.1543663776759496,-0.6054261468214035
0.71,2.0020268883688135,-2.2213007841793946,1.1269338749802895,-2.919536972652691,-3.1765793855177438,-0.5941568080716007
0.72,2.1666627525584135,-2.185189991552325,1.104573598367192,-2.897870345127107,-3.198431285433267,-0.5831110720879288
0.73,2.329164643798143,-2.1503625861084377,1.084179456396177,-2.8745786986891257,-3.2199349112943514,-0.5722692775239671
0.74,2.4856215789272156,-2.117139413303949,1.0662235567893963,-2.8497224828998537,-3.2411063054273908,-0.5616070419560731
0.75,2.630770890249064,-2.0861383304928847,1.0490747396083802,-2.823414773997363,-3.2619676887323195,-0.5511162945599893
0.76,2.76866869500152,-2.056632421740808,1.0320363392797913,-2.795728087047348,-3.2825340129497276,-0.5407959311671914
0.77,2.903491883264161,-2.0277149705895168,1.016320607241554,-2.7666931682147062,-3.302811162655623,-0.5306327250947759
