time,d_delta_x,d_delta_y,d_delta_z,delta_x,delta_y,delta_z
0.0,-124.02006852616634,-137.61924598126944,-1.9739208802178716,-1.2402006852616634,-1.3761924598126944,-0.019739208802178717
0.01,-4.454965330830868,5.312693440216073,-7.412237514500113,-1.2847503385699721,-1.3230655254105337,-0.09386158394717985
0.02,-41.74512541792022,-0.01511770666182688,-1.6176918467167678,-1.7022015927491743,-1.323216702477152,-0.11003850241434752
0.03,-39.706259646572846,-4.399541236881678,-2.7231802947552177,-2.0992641892149027,-1.3672121148459688,-0.1372703053618997
0.04,-22.886927690389044,-32.99421596218703,-1.770307077898982,-2.328133466118793,-1.6971542744678392,-0.15497337614088955
0.05,-12.747877455771238,-30.458790480505584,-2.335228397552793,-2.4556122406765057,-2.001742179272895,-0.17832566011641748
0.06,-6.10027930032447,-5.564194769621032,-3.2004513146186566,-2.5166150336797504,-2.0573841269691053,-0.21033017326260406
0.07,-2.6678677317728674,4.483132376656117,-3.042750348791242,-2.543293710997479,-2.0125528032025444,-0.24075767675051649
0.08,-1.1122474330527101,3.3817672407970294,-2.893998618865185,-2.554416185328006,-1.978735130794574,-0.26969766293916836
0.09,0.34077047497265767,0.25994722858703323,-2.808975445622832,-2.5510084805782793,-1.9761356585087035,-0.29778741739539666
0.1,1.914558404708627,-1.3642165435551794,-2.7788596770848804,-2.531862896531193,-1.9897778239442554,-0.3255760141662455
0.11,3.1868333742938875,-0.522493756964308,-2.7379193874119245,-2.4999945627882543,-1.9950027615138985,-0.35295520804036473
0.12,4.544744315753609,2.598020044058088,-2.610138142908303,-2.454547119630718,-1.9690225610733176,-0.37905658946944776
0.13,6.049979762920891,2.798533655202732,-2.3467957106633124,-2.394047322001509,-1.9410372245212903,-0.4025245465760809
0.14,9.079501716818534,-5.274203516243047,-2.111795197729437,-2.3032523048333235,-1.9937792596837207,-0.42364249855337527
0.15,8.762209549261463,-2.8636586930699375,-2.1299847353742365,-2.2156302093407088,-2.02241584661442,-0.4449423459071176
0.16,8.614039791464077,-0.008438952179801618,-1.9061326910161922,-2.129489811426068,-2.022500236136218,-0.46400367281727956
0.17,8.265268476948451,0.597701365077568,-1.6708254096359352,-2.0468371266565835,-2.0165232224854424,-0.4807119269136389
0.18,7.417214760651181,0.7141500919392421,-1.4339543856919401,-1.9726649790500717,-2.00938172156605,-0.4950514707705583
0.19,6.675584472989176,0.8276681915897317,-1.189338826553874,-1.90590913432018,-2.0011050396501524,-0.506944859036097
0.2,6.085180458069489,0.9830512297763283,-0.941031540435624,-1.845057329739485,-1.991274527352389,-0.5163551744404532
0.21,5.619822068091848,1.1547044910920992,-0.6918626610217133,-1.7888591090585666,-1.9797274824414681,-0.5232738010506703
0.22,5.045908398257552,1.3268229804577514,-0.44661414404051625,-1.738400025075991,-1.9664592526368907,-0.5277399424910755
